content,title,tag,time
 سقا الله زمان الشعر والطيب ياعمّاش يوم أن الصدور بنية الخير جيّاشه يوم أن القلوب يلفها مثل لون الشاش بياض(ن) ما جاه اللون الأسود ولا ناشه ما بنّا الحسد فعروشها الطاهرات اعشاش سقاها سحاب الطهر ديمه مع ارشاشه ما وزّع عليها الحقد حقده ومنها اعتاش ولا جاها النفاق ولا بنا حولها احواشه زمانٍ مضى وأخذت مع سيرته مطراش على ذكريات الطيب والشعر مطراشه وفي ذا الزمن صارت تجينا الغرايب كاش على احساب معنى الشعر تطلع على الشاشه وصار الصقر مُجبر يحلق مع الخفّاش سرى في ظلام(ن) عاش بومه وخفّاشه أسامي تجي وتروح في عالم اللاماش هدفها تصبح ساحة الشعر مغباشه وأسامي تشد قلوب وتحقق الأدهاش عليها إبداع الشعر مكتوب وادهاشه دفعني شعور الشعر يوم الكبود اعطاش تلحف عروش القلب وضلوعه افراشه حداني على هم التوجّد مثل من عاش ثمانين حولٍ ولا بقى كثر ما عاشه توجّد على عمرٍ مضى والفكر منداش وكل ما طراله زاد من حدة ارعاشه وشاف أن تال العمر ما عاد فيه اعراش بقت له اسنينٍ من أرذل العمر تعتاشه توارى عن الأنظار فقصى مكانٍ خاش وحاول يخفّي عبرةٍ زلزلت جاشه تذكّر وفكّر ثم جهش بالدموع اجهاش وخوفه من المنقود ما طول اجهاشه وجودي على سوق القدم مع براح ادشاش لامن المدينه جات بالحزن تحتاشه وجات الهموم وولعّت نارها فالجاش ونفس المعنى من عنى الوقت منداشه تحش الضماير لين راحت حطام اقشاش مثل ما يحش الزرع محش حشاشه اسج القدم فرضٍ عذيه ما فيها أرتاش هواها يداوي القلب ويجدد أنعاشه أبا أبعد مع أرض الله مثل حادي الأبواش لامنه حدى مع طلعت النور لبواشه أبا وادع الطيّب على الطيب وإلا اللاش وداعي ليبطي مثل شرواه ما حاشه معي جرح غالي بين الأضلاع ما ينّاش من زود الغلى عليه الأضلاع كمّاشه خويي ولا أقبل من عذولي عليه انقاش وسرّه ما جوه اللي للأسرار فتّاشه خفاياه وسط الروح تلمع لميع أفلاش وذكراه وسط القلب والفكر نهّاشه كأنك يابنت الفكر دانه بوسط الطاش ومن دونها غبّات الأمواج طيّاشه وكأنك مثل من تلبس من الحرير اقماش أصيله ومزيونه وست الحسن باشه هنوفٍ زهت كفينها دقة الأنقاش اعصير اطلعت متزينه عند نقاشه لها اعيون يرهش سحرها فالقلوب ارهاش نواعس وتسلب لب الأرواح فرماشه وصلتي ياروح الشعر والرأس لجلك شاش وتبا تشوش لجلك روس للشعر شوّاشه ما عودت حرفي يجلب من الحروف اهشاش يشوم بسمو عن صاقط الحرف واهشاشه عبيد البديري,بنت الفكر,خزامى الصحارى, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
 قبل بضعة عقود من الزمن كان الناس لايعرفون المواقد الغازية المتوفرة الآن وبأشكالها المتعددة والمتنوعة. فكان طهي الطعام وخلافه بما يتوفر من مخلفات الأشجار البرية ونخيل المزارع أما البعض من الناس فيقومون بجمع روث الأبل المسمى (الجله) من الصحاري المجاورة لهم بوعاء مصنوع من الخوص يسمى ( المحدرة ) ويوقدون منه لطهي الطعام والقهوة..,الجلة,خزامى الصحارى, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
 مدخل للشاعرة تذكار الخثلان : تعبت يا حب الصحافه والأشعار تعبت وأنت بحالتي ما تبالي لجلك تحديت الصعايب والأخطار واللي كسبته منك جرحٍ بقالي الصحافة .. نافذة يشاهد من خلالها الإنسان كل ما يحدث بالزمان والمكان، ومصدر من مصادر المعلومات، ليس لها اختصاص معين، مساحتها كبيرة جداً، تخاطب العقول، وربما تسكن القلوب.. ولاشك أن الصحافة مهنة سامية ورائدة لها رموزها الذين يدعون إلى العدل والخير والحق الذي يجعل الناس سواسية كأسنان المشط.. ومما قرأت عن الصحافة قول الدكتور عبدالله ناصر الفوزان: (الصحافة.. نشاط واحد من عشرات الأنشطة الإنسانية المعاصرة التي نستطيع أن نميز بعضها عن البعض الآخر بسمات واضحة تتحدد في الأهداف، والمادة، والوسائل، وطريقة العرض. فهدف الصحافة إخباري، نقدي، توجيهي، تاريخي، فهي تخبر أفراد المجتمع بالأحداث اليومية الهامة. وفي الوقت نفسه تجعل من صفحاتها أداة توجيه عام، يمارسه المؤهلون لهذا الدور) انتهى . والكثير من الشعراء لهم علاقة متواصلة مع الصحافة فهناك شعراء يقدمون للقارئ تلك ما يخدم الشعر ويفيد الدين والوطن والمجتمع، بعيداً عن التعصبات والمهاترات، وجديرون بإيصال صوتهم الصافي للناس عبر الصحافة، وذلك من خلال قصائدهم الجميلة التي تنبع من مكنونات الضمير وتستحق النشر والظهور. وعندما تصافح المتلقي تحظى بالقبول والرضا لديه لتميزها وروعة معانيها وجمال الطرح.. وليكون الشعر له أبلغ الأثر في نفوس الناس يجب على الشعراء الأخذ بنصيحة الشاعر سعد بن جدلان عندما قال : يا أهل القصيد مراسلين الجرايد تكفون صونوا كلمة الشعر تكفون خلوه يلقا من وراها فوايد فيدوا وخلّوا غيركم يستفيدون لا تعرضون أنفوسكم للنقايد الرابح اللي من غثا الناس مصيون ومن المؤسف جداً أن الصحافة قد ابتليت ببعض الأسماء النكرة التي ليس لها علاقة بها ويجهلون أبجديات المهنة فتجد مهنة هؤلاء يهاجمون الناس وينتقدون هذا وذاك ويدعون أنهم أصحاب التاريخ والشهرة، وعندما نقرأ لهم نصدم بكتابات هزيلة ونجد في بعض الأحيان مقاس تلك الصور الخاصة بالبعض منهم أكبر من الكلام المنشور، والمؤلم أن أساليب هؤلاء الخداع والكذب والنفاق، والمخجل أنهم يظنون أن عملهم هذا سليم ومن متطلبات العصر !! . ومن منبر صفحة (الخزامى) أقدم تحية تقدير وشكر لكل إنسان حمل القلم وجسّد معنى الأمانة والصدق والنقاء في الطرح والتعامل في ساحات الصحافة، فهناك من يبهرك بعبقه الأدبي، وطيب قلبه، وإنسانيته، وتواضعه في التعامل مع الآخرين.. وفي النهاية لديّ سؤال لماذا البعض من الأشخاص يستعيبون دور الصحافي ويتخذون منه موقفاً لمجرد نقله وجهة نظر لا تتفق معهم؟!.,الصحافة,خزامى الصحارى, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
" راقصة أندونيسية تستعد لأداء فقرتها في احتفال ديني في جزيرة بالي الاندونيسية.. ""أ ف ب""",احتفال,محطات متحركة, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
" أطلقت النجمة الأميركية تايلر سويفت أغنيتها الجديدة ""رونان"" تحية لضحايا مرض السرطان. وذكر موقع (إي أون لاين) أن سويفت أدت الأغنية التي كتبتها بالتعاون مع مايا طومبسون التي توفي ابنها رونان عن عمر 3 سنوات بعد صراع مع السرطان، لمناسبة حفل ""قف في وجه السرطان"" الذي بثّ على القنوات الأميركية أمس الأول الجمعة بمشاركة حشد من نجوم هوليوود. وسيعود ريع أرباح الاغنية المتوفرة على ""أي تيونز"" لصالح إجراء أبحاث حول السرطان. وشارك في الحفل إلى جانب سويفت، نجوم أمثال أليشا كيز و""كولد بلاي"" وروبرت باتينسون وجاستن تيمبرلايك وكايتي كوريك وتشيلسي هاندلر وطوم هانكس وهيلي بيري وغوينث بالترو وجيسيكا بيال وجوليا روبرتس ومايكل دوغلاس وغيرهم.",تايلر سويفت تكافح السرطان,محطات متحركة, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
" شددت ابنة ملك البوب الأميركي مايكل جاكسون، المراهقة باريس، على ان ربطها دائماً بوالدها وعائلتها لا يناسبها أبداً. وقالت جاكسون (14 سنة) في مقابلة مع مجلة ""غلامور"" الأميركية ""أنا أحب أبي وأفتخر بكوني ابنته لكنني لا أعتقد ان لقب ابنة مايكل جاكسون يناسبني"". وأوضحت انها راغبة بأن تظهر للجميع بأنها تتمتع بالموهبة وانها قادرة على النجاح إذا حاولت، مضيفة ""أريد أن أكون نفسي"". وإذ أكدت استعدادها للوقوف أمام أضواء الشهرة، قالت ان في عائلتها من يريدون منها التروي لتصبح ممثلة بعد بلوغها سن الرشد. وأشارت إلى انهم لا يريدون أن تخسر طفولتها، لكنها ذكرت ان عمتها لا تويا جاكسون تؤمن بقدراتها. وقالت ""سمعتني مرة أعزف على الغيتار وأغني فأخذت تصفق لي وهي تشجعني فعلاً وهذا رائع جداً"".",باريس جاكسون لا تحب اسم أبيها,محطات متحركة, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
 لم يكن صبي صيني يظن أن تناول مشروب غازي سيكلفه 38 غرزة في وجهه. ذلك ما حدث للصبي- لم يذكر اسمه - عندما حاول فتح علبة المشروب التي وضعها لساعات في مُجمد لتنفجر في وجهه محدثة جروحاً غائرة في الجانب الأيسر منه مما استدعى تقطيبها ب 38 غرزة. وقال مختصون إن انفجار العلبة يعزى إلى تمدد محتوياتها المشبعة بثاني أكسيد الكربون بما يفوق قالبها بسبب تعرضه للتجمد. وعندما فتح الصبي العلبة انفجرت بفعل الضغط الشديد محدثة ما يشبه الانفجار. وقامت والدة الصبي غير المحظوظ بنشر بعض صوره على شبكات التواصل الاجتماعي لتحذير الآخرين أن هذا الأمر يمكن أن يحدث لهم مستشهدة بالصور.,انفجار علبة مشروب مثلج في وجه صبي,محطات متحركة, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
 اكتشفت الشرطة المكسيكية ترسانة أسلحة بمنزل افراد عائلة يشتبه بأنهم من مهربي المخدرات بعد ان اخذ طفل من افراد العائلة مسدسا معه الى المدرسة. وقال متحدث باسم الشرطة في مدينة هيرموسيلو بشمال المكسيك الجمعة ان زملاء الطفل في المدرسة اكتشفوا وجود مسدس محشو في حقيبته المدرسية وأبلغوا السلطات. واضاف ان الشرطة داهمت منزل الطفل بعد مصادرة السلاح الذي كان محشوا برصاص مصمم لاختراق السترات الواقية من الرصاص. وعثرت الشرطة في المنزل على 13 ألف طلقة وأنواع مختلفة من المسدسات والبنادق بالاضافة الى بندقية نصف آلي من طراز عوزي. وعثرت الشرطة ايضا على سترات عسكرية وعشرات من اجهزة اللاسلكي المحمول وآلتين لعد النقود. وقال المتحدث ان رجلا مسلحا كان في المنزل فر بعد ان شاهد الشرطة قادمة. واعتقلت امرأة بداخل المنزل. ووضع الطفل تحت رعاية موظفي الرعاية الاجتماعية.,طفل مكسيكي يحضر للمدرسة بمسدس,محطات متحركة, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
" افتتح في مدينة فيلادلفيا الأميركية متحف مخصص للبيتزا يضم أكبر مجموعة تذكارات تتعلق بها في العالم. وذكرت صحيفة (يو أس أي توداي) أن براين دواير (27 عاماً)، صاحب مطعم ومتحف ""بيتزا براين"" قال إن موسوعة ""غينيس"" للأرقام القياسية أقرت أن مجموعة تذكارات البيتزا في المتحف التي يقدر عددها بنحو ألف قطعة هي الأكبر في العالم. وتضم مجموعة دواير ألبومات صور وألعاباً وصوراً من أفلام.",أكبر متحف للبيتزا,محطات متحركة, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
" تخلت فيتنامية في ال15 من العمر عن شعرها الطويل فقصته وباعته حتى تتمكن من دفع المبلغ المالي المطلوب لتبدأ دراستها الثانوية. وأفاد موقع ""فيتنام نت"" السبت ان غو نغوين هوانغ شي (15 سنة) قصت شعرها الجميل الذي تربيه منذ 4 سنوات لتقبض مقابله مبلغاً يقدر ب25 دولارا يمكنها من الالتحاق بمدرسة ثانوية. وعادت الفتاة من اليوم المدرسي الأول متجهمة وحزينة، وقالت لأمها ""سألني أصدقائي لماذا قصصت شعري الجميل"". وقالت الوالدة البالغة من العمر 50 سنة ""عائلتي فقيرة وشي تحبني وقررت قص شعرها لدفع تكاليف دراستها، وبدت طبيعية يوم باعت شعرها لكنها بكت كثيراً في الليل"". واستخدمت الفتاة المبلغ الذي جنته لتسديد تكاليف دراستها وشراء الكتب والأغراض التي تحتاجها هي وأخوها الصغير في المدرسة.",باعت شعرها لتكمل دراستها,محطات متحركة, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
 ,عبدالسلام الهليل,الكاريكاتير, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
 ,ربيع,الكاريكاتير, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
 الممثلة الأسترالية آبي كورنيش لدى وصولها لحضور عرض فيلمها «Seven Pyschopaths» أو «سبعة مرضى نفسيين» في مهرجان تورنتو السينمائي السابع والثلاثين في تورنتو بكندا.. «رويترز»,«سبعة مرضى نفسيين»,محطات متحركة, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
" يحذر الباحثون من معاناة الكثير من مرضى علاج الوخز بالإبر التي تكمن في مضاعفات تبدأ من الشعور بالدوخة وانهيارالرئتين وحتى نسيان بعض الإبر في أجسادهم حيث يؤدي مثل هذا النوع من العلاج التكميلي الذي كان يعتقد سابقاً بأنه آمن إلى مشاكل صحية خطيرة على حياة هؤلاء المرضى . وأوردت دراسة صادرة من الوكالة الوطنية لسلامة المرضى وجود 325 شكوى من مرضى خضعوا للعلاج بالوخز بالإبر نتج عنه إصابتهم بمضاعفات صحية خطيرة خلال سنتين من تلقيهم العلاج بسبب الآثار الجانبية لهذا النوع من المداواة حيث تم تسجيل حوالي 100 حالة لنسيان وفقدان للإبر داخل أجساد المرضى و63 حالة فقدان كامل للوعي فيما سجلت 99 حالة شعور بالدوار والغثيان . لكن أخطر المضاعفات المسجلة كانت لحالات تسمى ""استرواح الصدر"" وبلغت 5 حالات اخترقت فيها الإبر الرئتين بطريق الخطأ ما أدى إلى انهيارها وفقدان اصحابها القدرة على التنفس الذي يؤدي إلى الوفاة إذا لم يكن هناك تدخل طبي جراحي عاجل . ويقول الباحثون في هذه الوكالة بأن هذا العدد كان للحالات التي تم الإبلاغ عنها فقط فيما يعتقدون بأن هناك الكثير من المرضى الذين عانوا من مثل هذه الآثار ولكنهم لم يهتموا بالإفصاح عنها . ويعلق خبير الطب التكميلي البروفيسور ""إيدزارد إيرنست"" على هذه الدراسة بقوله : (لقد أظهر ذلك وجود آثار تطبيقية وصحية خطيرة لمثل هذا النوع من العلاج على عكس ما كان يعتقد سابقاً) . وعلى الرغم من أن هذه الدراسة التي تم نشرها في أحد المجلات الطبية المتخصصة اظهرت أن 95 بالمئة من الحالات التي عانت من الآثار الجانبية كانت غير خطيرة إلا أن الدكتور ""إيرنست"" يعتقد بأن المشكلة أكبر من ذلك بسبب اقتصار الدراسة على عدد قليل من المرضى وبأنه حتى لو كانت الآثار الحالية بسيطة فإنها قد تسبب مضاعفات مستقبلية مؤلمة . وخلصت الدراسة إلى اقتصار استخدام علاج الوخز بالإبر على مرضى آلام أسفل الظهر فقط لعدم وجود بدائل مناسبة في الوقت الحاضر على الرغم من زعم الكثيرين بأن هذا العلاج مفيد جداً في علاج الصداع النصفي وآلام الأسنان والاكتئاب والحساسية وحتى العقم . ونشأت طريقة العلاج بالوخز بالإبر في الصين قبل 2000 عام حيث يتم غرز إبر صغيرة في مناطق معينة من الجسم تتصل بالجهاز العصبي على حد زعمهم لتقوم بإثارته لإنتاج الهرمونات المضادة لأنواع كثيرة من الأمراض . وتشتهر هذه الطريقة حالياً في علاج الآثار الانسحابية للتدخين ومشاكل زيادة الوزن وآثار ما بعد الولادة للنساء . ويشير النقاد الطبيون إلى أن نتائج هذه الطريقة التي يعتبرونها واهية هي وهمية للمرضى الذين يعتقدون بشفائهم على يد أشخاص لا يشترط امتلاكهم لأي نوع من الكفاءة أو الخبرة سوى بعض الدورات البسيطة لممارسة مثل هذا الطب التكميلي البديل .",مخاطر علاج الوخز بالإبر,محطات متحركة, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
" لم يخطر ببال ربة منزل أن كوباً من الحليب سوف يتسبب في رحيلها عن الحياة وذلك عندما طلبت من ابنتها شراء كمية من الحليب. وما أن تناولت الأسرة الحليب حتى تعرضت لحالة تسمم شديدة أودت بحياة ربة المنزل وإصابة ابنتها وزوجها . وكانت مديرية أمن المنيا تلقت بلاغا يفيد بوصول كل من فتحية مهنى عبدالودود ""55سنة""ربة منزل جثة هامدة، وابنتها شادية وزوجها المصابين بحالة إعياء شديدة. وبعد التحريات تبين ان سبب الوفاة والاصابة نتيجة تناول حليب فاسد. وبتوقيع الكشف الطبى على المتوفاة اتضح أن سبب الوفاة هبوط حاد في الدورة الدموية نتيجة تسمم غذائي وتم تحرير محضر بالواقعة وإحالة المحضر إلى النيابة العامة للتحقيق .",كوب حليب يتسبب في وفاة ربة منزل,محطات متحركة, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
" حققت النجمة الأميركية الراحلة ويتني هيوستن رقماً قياسياً عالمياً بعد وفاتها في فبراير الماضي إذ لاقت 12 أغنية تخصها نجاحاً هائلاً في بريطانيا في آن واحد. وأفاد موقع ""كونتاكت ميوزيك"" البريطاني انه بعد وفاة هيوستن المفاجئة في بداية العام الحالي، تهافت معجبوها لشراء ألبوماتها ودخلت 12 من أغانيها بسباق الأغاني في بريطانيا ما ساهم بفوزها برقم قياسي عالمي أدرج في موسوعة غينيس للأرقام القياسية عن فئة ""أكبر عدد من الأغاني تدخل في آن واحد في سباق الأغاني المنفردة ببريطانيا"". يشار إلى ان هيوستن تفوقت على المغنية آيمي واينهاوس بعد وفاتها في يوليو 2011. ويذكر أن هيوستن وُجدت ميتة في حوض الاستحمام في حمام غرفتها بأحد الفنادق في أميركا في 11 فبراير الماضي، وخلص الطب الشرعي إلى ان سبب الوفاة الرسمي هو الغرق بشكل عرضي بالإضافة إلى أن مرض القلب وتعاطي الكوكايين لعبا دوراً مساهماً في الوفاة.",ويتني هيوستن تحقق رقماً قياسياً بعد وفاتها,محطات متحركة, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
" أقر النجم الهوليوودي براد بيت بصعوبة تربية الأبناء وقال إن العناية بهم أصعب من التمثيل. ونقلت صحيفة ""الصن"" البريطانية عن بيت قوله للصحافيين على هامش إطلاق فيلمه الجديد في لندن ان ""رعاية الأولاد أصعب من التمثيل في أفلام الحركة التي تخلف الرضوض والكدمات"". وأوضح ان ""تجهيز الأولاد للمدرسة مؤلم بقدر الإصابات التي تعرضت إليها في الفيلم""، موضحاً ان ركبته تضررت وظهره يؤلمه كثيراً. وكان بيت أعلن قبل أيام ان لا شيء مخطط لزفافه بالنجمة الهوليوودية أنجلينا جولي والشيء الوحيد المؤكد هو انهما عازمان على الزواج. يشار إلى ان لبيت وجولي 6 أولاد 3 منهم بالتبني و3 طبيعيون.",براد بيت: رعاية الأولاد أصعب من التمثيل,محطات متحركة, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
" عانت الأم البريطانية ""يامكالا سابكوتا – 30 عاما"" من حروق متعددة بعد أن قامت بإشعال النار في نفسها إثر فشلها في الحصول على رخصة قيادة ورسوبها للمرة الرابعة لأن مستواها لا يؤهلها لذلك . حدث ذلك بعد مشادة بينها وبين زوجها ""يادومين"" الذي أخبرها بأنها ستموت قبل حصولها على هذه الرخصة بعد تلقيها لأكثر من 90 حصة تدريبية عن قيادة السيارة كلفتهم مبالغ طائلة مما أدى إلى إحباطها وأقدمت يامكالا على اشعال النار بعد تركها لرسالة انتحار كتبتها بلغتها ""النيبالية"" قالت فيها بأنها لم تعد تطيق العيش. وقام أحد الجيران بإبلاغ فرق الإنقاذ بعد مشاهدته لآثار النيران والأدخنة تتصاعد من منزل جيرانه حيث قامت فرق الإنقاذ بعد وصولها بمحاولة إسعاف يامكالا التي كانت شبه فاقدة للوعي وتعاني من حروق متفرقة في وجهها وذراعيها وظهرها . واعترفت ""يامكالا"" في المحكمة بقيامها بإشعال النار التي عرضتها هي وجيرانها للخطر و أدت إلى تدمير مسكنهم مما حدا بالقاضي، الذي وصف ما فعلته بأنه شيء لا يصدر من شخص متزن وخصوصاً بعد إثبات بأنها سليمة عقلياً، إلى إصدار حكم بالسجن لمدة عام مع تخفيفه بوقف التنفيذ بعد اعترافها بفعلتها والندم عليها مع الأخذ بالاعتبار لسلوكها وسجلها الخالي من أي أعمال مشابهه سابقاً . وستظل ""يامكالا"" التي ترتدي ملابس خاصة حتى بعد مرور عام على الحادثة تعاني من آثار الحروق التي تغطي حوالي اثني عشر بالمئة من جسدها طوال عمرها بحسب رأي الأطباء الذين أشرفوا على علاجها .",فشلت في اختبار القيادة فأشعلت النار في نفسها,محطات متحركة, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
 أعلن الاتحاد اليوناني لكرة القدم السبت أن المهاجم يورغوس ساماراس سيغيب عن المنتخب وفريق سلتيك بطل اسكتلندا نحو شهر بداعي الإصابة. وأوضح الاتحاد أن ساماراس (27 عاما) تعرض لإصابة خلال المباراة ضد لاتفيا في ريغا أمس ضمن التصفيات الاوروبية المؤهلة الى مونديال 2014 في البرازيل. وأشار الاتحاد إلى أن الفحوص الطبية التي اجريت له بينت أن أحد أربطة اليد اليسرى تضرر من جراء الإصابة مما استدعى حاجة اللاعب إلى قرابة 4 أسابيع للتعافي، وسيخضع ساماراس مجدداً الأحد لمزيد من الفحوص قبل السفر إلى اسكتلندا للالتحاق بفريقه سلتيك.,ساماراس يغيب عن منتخب اليونان وسلتيك لشهر,دنيا الرياضة, 2012-09-09 10:00:37 
" هناك فرق كبير بين العلم وما تعتقد أنت أنه ""علم"".. بين الحقائق المجربة والمثبتة، وبين ما تعتقد أنت أنه حقائق صحيحة ومثبتة.. بين علوم تراكمت على أسس راسخة، وبين أساطير (أصبحت راسخة) بمرور الزمن وتوارث الأجيال. فالعلم حقائق مشاهدة ووقائع مجربة تعطي نفس النتيجة مهما كررناها (ويمكن أن تصاغ في النهاية كقوانين ونظريات مجردة).. أما الأساطير فآراء وفرضيات نتناقلها دون براهين واضحة أو تجارب مشاهدة أو نتيجة يمكن تكرارها (وبالتالي لا يمكن وضع قانون أو نظرية تصيغها). فحين أخبرك مثلا أن ""الماء"" ينتج من اندماج ""ذرة أوكسجين"" مع ""ذرتي هيدروجين"" فهذه ظاهرة مشاهدة ومكررة ويمكنك تجربتها ألف مرة للخروج بنفس النتيجة (لهذا تحولت الى قانون كيميائي). ولكن حين يخبرك أحدهم بوجود نبع ماء في قازاخستان يعيد للانسان شبابه فهذا ادعاء لا يثبته الواقع ولم يجربه ألف شخص للخروج بنتيجة مشتركة (وبالتالي لا يمكن صياغة قانون أو نظرية تؤكد أن ينابيع المياه هناك تعيد الشباب)!! أيضا حين يخبرك أحد أن الطائرة ترتفع في الهواء لأن الضغط الجوي فوق الجناح يصبح أقل منه تحت الجناح، فهذه حقيقة مشاهدة وتكررها يوميا آلاف الطائرات.. ولكن حين يدعي أحدهم أن الشيخ الكيلاني (مؤسس الطريقة القادرية) كان يطير كل ليلة من بغداد الى مكة فهذه خرافة تخالف المنطق.. وفي أفضل الأحوال لم يثبت مشاهدتها أو تكرارها أمام الناس!! .. وبالطبع؛ ليست كل العلوم قابلة للتجربة (ومثال ذلك علم الفلك، أو قواعد اللغة والنحو) ولكن جميعها يجب أن تكون قابلة للرصد والملاحظة للتأكد من وجود النمط وتكرار الحالة.. خذ كمثال مذنب هالي الذي لا يمكن إخضاعه للتجربة ولكن يمكن رصده والتأكد من تكرار دورته كل 76 سنة.. وحين نقول إن الفعل المضارع يُنصب بالفتحة إذا كان صحيحا أو معتل الآخر فهذا لأنه ملاحظ في كلام العرب ومكرر في أشعارهم ومنقولاتهم!! في هذه الحالة إما أن تلجأ للمقارنة والتحليل والتفكير المنطقي (وهذه بالمناسبة من أدوات الفلسفة) أو على الأقل تقف موقف المحايد بحيث لا تصدق ولا تكذب ما تسمع.. كما وجه النبي صلى الله عليه وسلم الصحابة الذين سألوه عن الأساطير التي يسمعونها من أهل الكتاب فقال لهم: ""لا تُصدقوهم ولا تُكذبوهم وقولوا: آمنَّا بالذي أنزل إلينا وأُنزل إليكم وإلهُنا وإلهكم واحد""!!",كيف تفرق بين العلم والأسطورة؟,الأخــيــرة, الاحد22 شوال 1433 هـ - 9 سبتمبر 2012م - العدد 16148 
